,KEYWORDS,SUMMARY,TEXT,TITLE,URL
0,"['فوز', 'مخالفة', 'فنية', 'yearthe', 'بسبب', 'pictures', 'للسيارات', 'بسباق', 'كونج', 'هونج', 'الكهربائية', 'إلغاء']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",إلغاء فوز أبت بسباق هونج كونج للسيارات الكهربائية بسبب مخالفة فنية,https://www.reuters.com/article/sportsNews/idARAKBN1DX0DL
1,"['york', 'washington', 'rule', 'sexual', 'trump', 'swimmer', 'state', 'utah', 'tax', 'conviction']","Senate approves major tax cuts in victory for Trump WASHINGTON The U.S. Senate narrowly approved a tax overhaul on Saturday, moving Republicans and President Donald Trump a big step closer to their goal of slashing taxes for businesses and the rich while offering everyday Americans a mixed bag of changes.
| Politics, Election 2016,Protesters call for Trump to preserve Utah monument areas SALT LAKE CITY, Utah More than 5,000 people rallied on the steps of the Utah State Capitol on Saturday afternoon to protest U.S. President Donald Trump's expected shrinking of two national monument areas in the state.
EnvironmentEx-Stanford swimmer appeals sexual assault conviction A former Stanford University swimmer found guilty of sexual assault in California has appealed his conviction after serving a sentence that many condemned as an example of how the justice system fails to take such crimes seriously enough.
Review faults police response to Charlottesville far-right rally Charlottesville authorities failed to protect public safety and free speech during a white nationalist rally over Confederate statues that turned deadly in the Virginia college town in August, an independent review said on Friday.
U.S. judge rejects delay of foreign entrepreneur immigration rule WASHINGTON A federal judge on Friday ordered the Department of Homeland Security (DHS) to rescind its delay of a rule that allows some foreign entrepreneurs to stay in the United States to grow their companies, court documents show.","One killed, five hurt by car in brawl outside New York bar NEW YORK A driver deliberately plowed a car into six people during a fight outside a hookah bar in the New York City borough of Queens in the early hours of Sunday morning, killing one and injuring five others before fleeing, police said.

Senate approves major tax cuts in victory for Trump WASHINGTON The U.S. Senate narrowly approved a tax overhaul on Saturday, moving Republicans and President Donald Trump a big step closer to their goal of slashing taxes for businesses and the rich while offering everyday Americans a mixed bag of changes. | Politics, Election 2016,

Protesters call for Trump to preserve Utah monument areas SALT LAKE CITY, Utah More than 5,000 people rallied on the steps of the Utah State Capitol on Saturday afternoon to protest U.S. President Donald Trump's expected shrinking of two national monument areas in the state. Environment

Ex-Stanford swimmer appeals sexual assault conviction A former Stanford University swimmer found guilty of sexual assault in California has appealed his conviction after serving a sentence that many condemned as an example of how the justice system fails to take such crimes seriously enough.

Review faults police response to Charlottesville far-right rally Charlottesville authorities failed to protect public safety and free speech during a white nationalist rally over Confederate statues that turned deadly in the Virginia college town in August, an independent review said on Friday.

U.S. prosecutors seek arrest of illegal immigrant acquitted of Kate Steinle murder LOS ANGELES U.S. prosecutors on Friday sought to arrest an illegal immigrant acquitted of murdering a San Francisco woman in a case raised during the 2016 presidential campaign, saying his conviction on a lesser weapons charge violated the terms of his supervised release.

U.S. judge rejects delay of foreign entrepreneur immigration rule WASHINGTON A federal judge on Friday ordered the Department of Homeland Security (DHS) to rescind its delay of a rule that allows some foreign entrepreneurs to stay in the United States to grow their companies, court documents show.",U.S. News,http://www.reuters.com/news/us
2,"['uk', 'ties', 'agency', 'security', 'cyber', 'antivirus', 'statement', 'software', 'targets', 'kaspersky', 'used', 'products', 'russian', 'lab', 'warning']","(Reuters) - Britain’s main cyber security agency on Friday warned British government agencies to avoid using anti-virus software from Russian companies, the latest in a series of moves targeting Moscow-based security software maker Kaspersky Lab.
He said his agency is in talks with Kaspersky Lab to develop a system for reviewing its products for use in Britain.
FILE PHOTO - A view shows the software produced by Russia's Kaspersky Lab at the company's office in Moscow, Russia October 27, 2017.
Kaspersky Lab said in a statement that it looked forward to working with the NCSC on the issue.
British bank Barclays [BARCR.UL] said on Saturday it had stopped offering Kaspersky anti-virus products to customers.","(Reuters) - Britain’s main cyber security agency on Friday warned British government agencies to avoid using anti-virus software from Russian companies, the latest in a series of moves targeting Moscow-based security software maker Kaspersky Lab.

In a letter to departmental permanent secretaries, the director of the UK National Cyber Security Centre, Ciaran Martin, said Russian-made anti-virus software should not be used in systems containing information that would harm national security if it was accessed by the Russian government.

He said his agency is in talks with Kaspersky Lab to develop a system for reviewing its products for use in Britain.

Kaspersky’s anti-virus software was banned from U.S. government networks earlier this year on concerns the company has close ties to intelligence agencies in Moscow and that its software could be used to enable Russian spying.

FILE PHOTO - A view shows the software produced by Russia's Kaspersky Lab at the company's office in Moscow, Russia October 27, 2017. REUTERS/Maxim Shemetov

”We are in discussions with Kaspersky Lab ... about whether we can develop a framework that we and others can independently verify,” Martin said in the letter, which was publicly released.

Kaspersky Lab said in a statement that it looked forward to working with the NCSC on the issue.

Kaspersky has strongly denied allegations about the safety of its products or ties to the Russian government, saying it has become a scapegoat in the midst of rising tensions between Washington and Moscow.

British bank Barclays [BARCR.UL] said on Saturday it had stopped offering Kaspersky anti-virus products to customers.

“Even though this new guidance isn’t directed at members of the public, we have taken the decision to withdraw the offer of Kaspersky software from our customer website,” it said in a statement.",UK cyber agency targets Kaspersky in warning on Russian software,https://www.reuters.com/article/technologyNews/idCAKBN1DV63S-OCATC
3,"['yearthe', 'pictures', 'رواد', '83', 'خوري', 'عاما', 'أحد', 'وفاة', 'عن', 'المسرح', 'جلال', 'اللبناني']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",وفاة جلال خوري أحد رواد المسرح اللبناني عن 83 عاما,https://www.reuters.com/article/entertainmentNews/idARAKBN1DX0O2
4,"['yearthe', 'pictures', '美国拒承认中国市场经济地位为罔顾世贸规则中国商务部']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",美国拒承认中国市场经济地位为罔顾世贸规则--中国商务部,https://www.reuters.com/article/us-china-trade-relation-wto-1203-idCNKBS1DX09R?il=0
5,"['uk', 'brexit', 'border', 'ireland', 'committee', 'cast', 'talks', 'eu', 'mps', 'avoid', 'withdraw', 'union', 'northern', 'plan', 'doubt', 'customs']","LONDON (Reuters) - Britain’s intention to avoid a hard border between Ireland and Northern Ireland after Brexit is inconsistent with its plan to withdraw from the European Union’s single market and customs union, a committee of lawmakers said on Friday.
A man fishes in the river Foyle which marks the border between Ireland on the right and Northern Ireland on the left, in Strabane, Northern Ireland, August 16, 2017.
Britain has said it wants to withdraw from the EU’s customs union, within which goods can move freely, but will not contemplate border posts or other infrastructure that could disrupt 20 years of delicate peace in Northern Ireland.
“We cannot at present see how leaving the customs union and the single market can be reconciled with there being no border or infrastructure,” said opposition lawmaker Hilary Benn, chair of the Brexit committee which is scrutinising the negotiations.
But ministers have been criticised by their counterparts in Ireland for a lack of detail.","LONDON (Reuters) - Britain’s intention to avoid a hard border between Ireland and Northern Ireland after Brexit is inconsistent with its plan to withdraw from the European Union’s single market and customs union, a committee of lawmakers said on Friday.

A man fishes in the river Foyle which marks the border between Ireland on the right and Northern Ireland on the left, in Strabane, Northern Ireland, August 16, 2017. REUTERS/Clodagh Kilcoyne

The Irish border, which will be the only land link between the EU and Britain after Brexit, is proving to be one of the most problematic issues in a slow diplomatic process which is testing the patience of politicians, businesses and investors.

The EU is looking to Britain to provide a solution on how to manage the flow of goods between Ireland and the British province without erecting politically inflammatory border controls.

Britain has said it wants to withdraw from the EU’s customs union, within which goods can move freely, but will not contemplate border posts or other infrastructure that could disrupt 20 years of delicate peace in Northern Ireland.

“We cannot at present see how leaving the customs union and the single market can be reconciled with there being no border or infrastructure,” said opposition lawmaker Hilary Benn, chair of the Brexit committee which is scrutinising the negotiations.

The British government has said it is seeking a flexible and imaginative approach to the border that goes beyond existing EU precedents, and has mooted technological solutions or a new form of customs union. But ministers have been criticised by their counterparts in Ireland for a lack of detail.

Progress on the border issue is crucial to Britain’s hopes of moving negotiations on to the subject of trade and future relations - something businesses are impatient to find out about as they contemplate the need to relocate.

Deputy Irish Prime Minister Simon Coveney said on Thursday that “significantly more clarity” was needed before a Dec. 14-15 summit which could agree the start of ‘phase two’ talks on trade.

The committee, which based its report on evidence from Brexit minister David Davis, also said the government needed to publish more detail on both its short-term plans for a post-departure transition period, and its long-term vision of a future trading relationship with Europe.

”If phase two of the talks do start next month, then ministers need to move beyond words like ‘bespoke’ and ‘special’ and actually explain what it is they are seeking,” Benn said.",UK MPs cast doubt on plan to avoid Ireland border after Brexit,https://www.reuters.com/article/uk-britain-eu-ireland/uk-mps-cast-doubt-on-plan-to-avoid-ireland-border-after-brexit-idUKKBN1DV3A9
6,"['business', 'younger', 'power', 'vuittons', 'retailers', 'shows', 'voyagez', 'voguez', 'using', 'vintage', 'video', 'volez']","Louis Vuitton’s ''Volez, Voguez, Voyagez'' exhibition shows how luxury retailers are using the power of vintage to connect customers to its brand, especially younger buyers.","Louis Vuitton’s ''Volez, Voguez, Voyagez'' exhibition shows how luxury retailers are using the power of vintage to connect customers to its brand, especially younger buyers.",Business News Video,https://www.reuters.com/news/video?videoChannel=5
7,"['欲收银根的金管局投鼠忌器', '分析新加坡半导体业一枝独秀', 'yearthe', 'pictures']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",分析：新加坡半导体业一枝独秀 欲收银根的金管局投鼠忌器,https://www.reuters.com/article/singapore-mas-policy-chip-contribution-idCNKBS1DV3YG
8,"['比特币飙破11000美元后回落', '短线惊惊涨引发泡沫疑虑']",,,"比特币飙破11,000美元后回落 短线惊惊涨引发泡沫疑虑",https://cn.reuters.com/article/markets-bitcoin-volatile-1129-wednesday-idCNKBS1DU05V
9,"['yearthe', 'pictures', 'méxico', 'peso', 'si', 'inflación', 'cederá', 'dice', 'banco', 'sufre', 'sobresaltos', 'central']",Pictures of the yearThe year in pictures from above,"Pictures of the year

The year in pictures from above",ACTUALIZA 1-Jefe banco central México dice inflación cederá si peso no sufre sobresaltos,https://www.reuters.com/article/businessNews/idMXL1N1O114X
